cell,cohort,variant,axis,n,threshold,k,observation,max_fits
w01r07,R1 core,v0.2,completed_sft,150,0.8,,not_observed,5
w01r07,R1 core,v0.2,completed_sft,500,0.7,3,hit,5
w01r07,R1 core,v0.2,completed_sft,500,0.75,,not_observed,5
w01r07,R1 core,v0.2,completed_sft,500,0.8,,not_observed,5
w01r07,R1 core,v0.2,completed_sft,1319,0.7,4,hit,5
w01r07,R1 core,v0.2,completed_sft,1319,0.75,,not_observed,5
w01r07,R1 core,v0.2,completed_sft,1319,0.8,,not_observed,5
w01r08,R1 core,v0.2,completed_supervised,150,0.7,1,hit,3
w01r08,R1 core,v0.2,completed_supervised,150,0.75,1,hit,3
w01r08,R1 core,v0.2,completed_supervised,150,0.8,3,hit,3
w01r08,R1 core,v0.2,completed_supervised,500,0.7,3,hit,3
w01r08,R1 core,v0.2,completed_supervised,500,0.75,3,hit,3
w01r08,R1 core,v0.2,completed_supervised,500,0.8,,not_observed,3
w01r08,R1 core,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w01r08,R1 core,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w01r08,R1 core,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w01r08,R1 core,v0.2,completed_sft,150,0.7,1,hit,3
w01r08,R1 core,v0.2,completed_sft,150,0.75,1,hit,3
w01r08,R1 core,v0.2,completed_sft,150,0.8,3,hit,3
w01r08,R1 core,v0.2,completed_sft,500,0.7,3,hit,3
w01r08,R1 core,v0.2,completed_sft,500,0.75,3,hit,3
w01r08,R1 core,v0.2,completed_sft,500,0.8,,not_observed,3
w01r08,R1 core,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,3
w01r08,R1 core,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,3
w01r08,R1 core,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,3
w06r01,R2 blocking,A,completed_supervised,150,0.7,2,hit,3
w06r01,R2 blocking,A,completed_supervised,150,0.75,,not_observed,3
w06r01,R2 blocking,A,completed_supervised,150,0.8,,not_observed,3
w06r01,R2 blocking,A,completed_supervised,500,0.7,3,hit,3
w06r01,R2 blocking,A,completed_supervised,500,0.75,,not_observed,3
w06r01,R2 blocking,A,completed_supervised,500,0.8,,not_observed,3
w06r01,R2 blocking,A,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w06r01,R2 blocking,A,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w06r01,R2 blocking,A,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w06r01,R2 blocking,A,completed_sft,150,0.7,2,hit,2
w06r01,R2 blocking,A,completed_sft,150,0.75,,not_observed,2
w06r01,R2 blocking,A,completed_sft,150,0.8,,not_observed,2
w06r01,R2 blocking,A,completed_sft,500,0.7,2,hit,2
w06r01,R2 blocking,A,completed_sft,500,0.75,,not_observed,2
w06r01,R2 blocking,A,completed_sft,500,0.8,,not_observed,2
w06r01,R2 blocking,A,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w06r01,R2 blocking,A,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w06r01,R2 blocking,A,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w06r02,R2 blocking,A,completed_supervised,150,0.7,3,hit,4
w06r02,R2 blocking,A,completed_supervised,150,0.75,,not_observed,4
w06r02,R2 blocking,A,completed_supervised,150,0.8,,not_observed,4
w06r02,R2 blocking,A,completed_supervised,500,0.7,3,hit,4
w06r02,R2 blocking,A,completed_supervised,500,0.75,,not_observed,4
w06r02,R2 blocking,A,completed_supervised,500,0.8,,not_observed,4
w06r02,R2 blocking,A,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
w06r02,R2 blocking,A,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
w06r02,R2 blocking,A,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
w06r02,R2 blocking,A,completed_sft,150,0.7,2,hit,3
w06r02,R2 blocking,A,completed_sft,150,0.75,,not_observed,3
w06r02,R2 blocking,A,completed_sft,150,0.8,,not_observed,3
w06r02,R2 blocking,A,completed_sft,500,0.7,2,hit,3
w06r02,R2 blocking,A,completed_sft,500,0.75,,not_observed,3
w06r02,R2 blocking,A,completed_sft,500,0.8,,not_observed,3
w06r02,R2 blocking,A,completed_sft,1319,0.7,,no_evaluation_at_this_n,3
w06r02,R2 blocking,A,completed_sft,1319,0.75,,no_evaluation_at_this_n,3
w06r02,R2 blocking,A,completed_sft,1319,0.8,,no_evaluation_at_this_n,3
w06r03,R2 blocking,A,completed_supervised,150,0.7,1,hit,2
w06r03,R2 blocking,A,completed_supervised,150,0.75,,not_observed,2
w06r03,R2 blocking,A,completed_supervised,150,0.8,,not_observed,2
w06r03,R2 blocking,A,completed_supervised,500,0.7,2,hit,2
w06r03,R2 blocking,A,completed_supervised,500,0.75,,not_observed,2
w06r03,R2 blocking,A,completed_supervised,500,0.8,,not_observed,2
w06r03,R2 blocking,A,completed_supervised,1319,0.7,2,hit,2
w06r03,R2 blocking,A,completed_supervised,1319,0.75,,not_observed,2
w06r03,R2 blocking,A,completed_supervised,1319,0.8,,not_observed,2
w06r03,R2 blocking,A,completed_sft,150,0.7,1,hit,1
w06r03,R2 blocking,A,completed_sft,150,0.75,,not_observed,1
w06r03,R2 blocking,A,completed_sft,150,0.8,,not_observed,1
w06r03,R2 blocking,A,completed_sft,500,0.7,1,hit,1
w06r03,R2 blocking,A,completed_sft,500,0.75,,not_observed,1
w06r03,R2 blocking,A,completed_sft,500,0.8,,not_observed,1
w06r03,R2 blocking,A,completed_sft,1319,0.7,1,hit,1
w06r03,R2 blocking,A,completed_sft,1319,0.75,,not_observed,1
w06r03,R2 blocking,A,completed_sft,1319,0.8,,not_observed,1
w06r04,R2 blocking,A,completed_supervised,150,0.7,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,150,0.75,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,150,0.8,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w06r04,R2 blocking,A,completed_sft,150,0.7,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,150,0.75,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,150,0.8,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,500,0.7,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,500,0.75,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,500,0.8,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,1319,0.7,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,1319,0.75,,no_evaluation_at_this_n,1
w06r04,R2 blocking,A,completed_sft,1319,0.8,,no_evaluation_at_this_n,1
w07r01,R2 blocking,A+B,completed_supervised,150,0.7,1,hit,3
w07r01,R2 blocking,A+B,completed_supervised,150,0.75,3,hit,3
w07r01,R2 blocking,A+B,completed_supervised,150,0.8,,not_observed,3
w07r01,R2 blocking,A+B,completed_supervised,500,0.7,2,hit,3
w07r01,R2 blocking,A+B,completed_supervised,500,0.75,,not_observed,3
w07r01,R2 blocking,A+B,completed_supervised,500,0.8,,not_observed,3
w07r01,R2 blocking,A+B,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w07r01,R2 blocking,A+B,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w07r01,R2 blocking,A+B,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w07r01,R2 blocking,A+B,completed_sft,150,0.7,1,hit,2
w07r01,R2 blocking,A+B,completed_sft,150,0.75,2,hit,2
w07r01,R2 blocking,A+B,completed_sft,150,0.8,,not_observed,2
w07r01,R2 blocking,A+B,completed_sft,500,0.7,1,hit,2
w07r01,R2 blocking,A+B,completed_sft,500,0.75,,not_observed,2
w07r01,R2 blocking,A+B,completed_sft,500,0.8,,not_observed,2
w07r01,R2 blocking,A+B,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w07r01,R2 blocking,A+B,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w07r01,R2 blocking,A+B,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w07r02,R2 blocking,A+B,completed_supervised,150,0.7,1,hit,3
w07r02,R2 blocking,A+B,completed_supervised,150,0.75,1,hit,3
w07r02,R2 blocking,A+B,completed_supervised,150,0.8,,not_observed,3
w07r02,R2 blocking,A+B,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w07r02,R2 blocking,A+B,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w07r02,R2 blocking,A+B,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w07r02,R2 blocking,A+B,completed_supervised,1319,0.7,2,hit,3
w07r02,R2 blocking,A+B,completed_supervised,1319,0.75,,not_observed,3
w07r02,R2 blocking,A+B,completed_supervised,1319,0.8,,not_observed,3
w07r02,R2 blocking,A+B,completed_sft,150,0.7,1,hit,1
w07r02,R2 blocking,A+B,completed_sft,150,0.75,1,hit,1
w07r02,R2 blocking,A+B,completed_sft,150,0.8,,not_observed,1
w07r02,R2 blocking,A+B,completed_sft,500,0.7,,no_evaluation_at_this_n,1
w07r02,R2 blocking,A+B,completed_sft,500,0.75,,no_evaluation_at_this_n,1
w07r02,R2 blocking,A+B,completed_sft,500,0.8,,no_evaluation_at_this_n,1
w07r02,R2 blocking,A+B,completed_sft,1319,0.7,1,hit,1
w07r02,R2 blocking,A+B,completed_sft,1319,0.75,,not_observed,1
w07r02,R2 blocking,A+B,completed_sft,1319,0.8,,not_observed,1
w07r03,R2 blocking,A+B,completed_supervised,150,0.7,1,hit,3
w07r03,R2 blocking,A+B,completed_supervised,150,0.75,,not_observed,3
w07r03,R2 blocking,A+B,completed_supervised,150,0.8,,not_observed,3
w07r03,R2 blocking,A+B,completed_supervised,500,0.7,2,hit,3
w07r03,R2 blocking,A+B,completed_supervised,500,0.75,,not_observed,3
w07r03,R2 blocking,A+B,completed_supervised,500,0.8,,not_observed,3
w07r03,R2 blocking,A+B,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w07r03,R2 blocking,A+B,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w07r03,R2 blocking,A+B,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w07r03,R2 blocking,A+B,completed_sft,150,0.7,1,hit,3
w07r03,R2 blocking,A+B,completed_sft,150,0.75,,not_observed,3
w07r03,R2 blocking,A+B,completed_sft,150,0.8,,not_observed,3
w07r03,R2 blocking,A+B,completed_sft,500,0.7,2,hit,3
w07r03,R2 blocking,A+B,completed_sft,500,0.75,,not_observed,3
w07r03,R2 blocking,A+B,completed_sft,500,0.8,,not_observed,3
w07r03,R2 blocking,A+B,completed_sft,1319,0.7,,no_evaluation_at_this_n,3
w07r03,R2 blocking,A+B,completed_sft,1319,0.75,,no_evaluation_at_this_n,3
w07r03,R2 blocking,A+B,completed_sft,1319,0.8,,no_evaluation_at_this_n,3
w07r04,R2 blocking,A+B,completed_supervised,150,0.7,2,hit,3
w07r04,R2 blocking,A+B,completed_supervised,150,0.75,3,hit,3
w07r04,R2 blocking,A+B,completed_supervised,150,0.8,,not_observed,3
w07r04,R2 blocking,A+B,completed_supervised,500,0.7,3,hit,3
w07r04,R2 blocking,A+B,completed_supervised,500,0.75,,not_observed,3
w07r04,R2 blocking,A+B,completed_supervised,500,0.8,,not_observed,3
w07r04,R2 blocking,A+B,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w07r04,R2 blocking,A+B,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w07r04,R2 blocking,A+B,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w07r04,R2 blocking,A+B,completed_sft,150,0.7,1,hit,2
w07r04,R2 blocking,A+B,completed_sft,150,0.75,2,hit,2
w07r04,R2 blocking,A+B,completed_sft,150,0.8,,not_observed,2
w07r04,R2 blocking,A+B,completed_sft,500,0.7,2,hit,2
w07r04,R2 blocking,A+B,completed_sft,500,0.75,,not_observed,2
w07r04,R2 blocking,A+B,completed_sft,500,0.8,,not_observed,2
w07r04,R2 blocking,A+B,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w07r04,R2 blocking,A+B,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w07r04,R2 blocking,A+B,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w08r01,R2 blocking,C,completed_supervised,150,0.7,1,hit,2
w08r01,R2 blocking,C,completed_supervised,150,0.75,,not_observed,2
w08r01,R2 blocking,C,completed_supervised,150,0.8,,not_observed,2
w08r01,R2 blocking,C,completed_supervised,500,0.7,2,hit,2
w08r01,R2 blocking,C,completed_supervised,500,0.75,2,hit,2
w08r01,R2 blocking,C,completed_supervised,500,0.8,,not_observed,2
w08r01,R2 blocking,C,completed_supervised,1319,0.7,2,hit,2
w08r01,R2 blocking,C,completed_supervised,1319,0.75,,not_observed,2
w08r01,R2 blocking,C,completed_supervised,1319,0.8,,not_observed,2
w08r01,R2 blocking,C,completed_sft,150,0.7,1,hit,2
w08r01,R2 blocking,C,completed_sft,150,0.75,,not_observed,2
w08r01,R2 blocking,C,completed_sft,150,0.8,,not_observed,2
w08r01,R2 blocking,C,completed_sft,500,0.7,2,hit,2
w08r01,R2 blocking,C,completed_sft,500,0.75,2,hit,2
w08r01,R2 blocking,C,completed_sft,500,0.8,,not_observed,2
w08r01,R2 blocking,C,completed_sft,1319,0.7,2,hit,2
w08r01,R2 blocking,C,completed_sft,1319,0.75,,not_observed,2
w08r01,R2 blocking,C,completed_sft,1319,0.8,,not_observed,2
w08r02,R2 blocking,C,completed_supervised,150,0.7,3,hit,3
w08r02,R2 blocking,C,completed_supervised,150,0.75,,not_observed,3
w08r02,R2 blocking,C,completed_supervised,150,0.8,,not_observed,3
w08r02,R2 blocking,C,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w08r02,R2 blocking,C,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w08r02,R2 blocking,C,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w08r02,R2 blocking,C,completed_supervised,1319,0.7,3,hit,3
w08r02,R2 blocking,C,completed_supervised,1319,0.75,,not_observed,3
w08r02,R2 blocking,C,completed_supervised,1319,0.8,,not_observed,3
w08r02,R2 blocking,C,completed_sft,150,0.7,2,hit,2
w08r02,R2 blocking,C,completed_sft,150,0.75,,not_observed,2
w08r02,R2 blocking,C,completed_sft,150,0.8,,not_observed,2
w08r02,R2 blocking,C,completed_sft,500,0.7,,no_evaluation_at_this_n,2
w08r02,R2 blocking,C,completed_sft,500,0.75,,no_evaluation_at_this_n,2
w08r02,R2 blocking,C,completed_sft,500,0.8,,no_evaluation_at_this_n,2
w08r02,R2 blocking,C,completed_sft,1319,0.7,2,hit,2
w08r02,R2 blocking,C,completed_sft,1319,0.75,,not_observed,2
w08r02,R2 blocking,C,completed_sft,1319,0.8,,not_observed,2
w08r03,R2 blocking,C,completed_supervised,150,0.7,,not_observed,3
w08r03,R2 blocking,C,completed_supervised,150,0.75,,not_observed,3
w08r03,R2 blocking,C,completed_supervised,150,0.8,,not_observed,3
w08r03,R2 blocking,C,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w08r03,R2 blocking,C,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w08r03,R2 blocking,C,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w08r03,R2 blocking,C,completed_supervised,1319,0.7,,not_observed,3
w08r03,R2 blocking,C,completed_supervised,1319,0.75,,not_observed,3
w08r03,R2 blocking,C,completed_supervised,1319,0.8,,not_observed,3
w08r03,R2 blocking,C,completed_sft,150,0.7,,not_observed,2
w08r03,R2 blocking,C,completed_sft,150,0.75,,not_observed,2
w08r03,R2 blocking,C,completed_sft,150,0.8,,not_observed,2
w08r03,R2 blocking,C,completed_sft,500,0.7,,no_evaluation_at_this_n,2
w08r03,R2 blocking,C,completed_sft,500,0.75,,no_evaluation_at_this_n,2
w08r03,R2 blocking,C,completed_sft,500,0.8,,no_evaluation_at_this_n,2
w08r03,R2 blocking,C,completed_sft,1319,0.7,,not_observed,2
w08r03,R2 blocking,C,completed_sft,1319,0.75,,not_observed,2
w08r03,R2 blocking,C,completed_sft,1319,0.8,,not_observed,2
w08r04,R2 blocking,C,completed_supervised,150,0.7,1,hit,3
w08r04,R2 blocking,C,completed_supervised,150,0.75,1,hit,3
w08r04,R2 blocking,C,completed_supervised,150,0.8,1,hit,3
w08r04,R2 blocking,C,completed_supervised,500,0.7,2,hit,3
w08r04,R2 blocking,C,completed_supervised,500,0.75,2,hit,3
w08r04,R2 blocking,C,completed_supervised,500,0.8,2,hit,3
w08r04,R2 blocking,C,completed_supervised,1319,0.7,2,hit,3
w08r04,R2 blocking,C,completed_supervised,1319,0.75,2,hit,3
w08r04,R2 blocking,C,completed_supervised,1319,0.8,,not_observed,3
w08r04,R2 blocking,C,completed_sft,150,0.7,1,hit,2
w08r04,R2 blocking,C,completed_sft,150,0.75,1,hit,2
w08r04,R2 blocking,C,completed_sft,150,0.8,1,hit,2
w08r04,R2 blocking,C,completed_sft,500,0.7,2,hit,2
w08r04,R2 blocking,C,completed_sft,500,0.75,2,hit,2
w08r04,R2 blocking,C,completed_sft,500,0.8,2,hit,2
w08r04,R2 blocking,C,completed_sft,1319,0.7,2,hit,2
w08r04,R2 blocking,C,completed_sft,1319,0.75,2,hit,2
w08r04,R2 blocking,C,completed_sft,1319,0.8,,not_observed,2
c10r01,R2 blocking,Control,completed_supervised,150,0.7,1,hit,4
c10r01,R2 blocking,Control,completed_supervised,150,0.75,,not_observed,4
c10r01,R2 blocking,Control,completed_supervised,150,0.8,,not_observed,4
c10r01,R2 blocking,Control,completed_supervised,500,0.7,1,hit,4
c10r01,R2 blocking,Control,completed_supervised,500,0.75,1,hit,4
c10r01,R2 blocking,Control,completed_supervised,500,0.8,2,hit,4
c10r01,R2 blocking,Control,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
c10r01,R2 blocking,Control,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
c10r01,R2 blocking,Control,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
c10r01,R2 blocking,Control,completed_sft,150,0.7,1,hit,3
c10r01,R2 blocking,Control,completed_sft,150,0.75,,not_observed,3
c10r01,R2 blocking,Control,completed_sft,150,0.8,,not_observed,3
c10r01,R2 blocking,Control,completed_sft,500,0.7,1,hit,3
c10r01,R2 blocking,Control,completed_sft,500,0.75,1,hit,3
c10r01,R2 blocking,Control,completed_sft,500,0.8,1,hit,3
c10r01,R2 blocking,Control,completed_sft,1319,0.7,,no_evaluation_at_this_n,3
c10r01,R2 blocking,Control,completed_sft,1319,0.75,,no_evaluation_at_this_n,3
c10r01,R2 blocking,Control,completed_sft,1319,0.8,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,150,0.7,1,hit,3
c10r02,R2 blocking,Control,completed_supervised,150,0.75,3,hit,3
c10r02,R2 blocking,Control,completed_supervised,150,0.8,,not_observed,3
c10r02,R2 blocking,Control,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
c10r02,R2 blocking,Control,completed_sft,150,0.7,1,hit,2
c10r02,R2 blocking,Control,completed_sft,150,0.75,2,hit,2
c10r02,R2 blocking,Control,completed_sft,150,0.8,,not_observed,2
c10r02,R2 blocking,Control,completed_sft,500,0.7,,no_evaluation_at_this_n,2
c10r02,R2 blocking,Control,completed_sft,500,0.75,,no_evaluation_at_this_n,2
c10r02,R2 blocking,Control,completed_sft,500,0.8,,no_evaluation_at_this_n,2
c10r02,R2 blocking,Control,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
c10r02,R2 blocking,Control,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
c10r02,R2 blocking,Control,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
c10r03,R2 blocking,Control,completed_supervised,150,0.7,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,150,0.75,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,150,0.8,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,500,0.7,2,hit,2
c10r03,R2 blocking,Control,completed_supervised,500,0.75,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,500,0.8,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,1319,0.7,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,1319,0.75,,not_observed,2
c10r03,R2 blocking,Control,completed_supervised,1319,0.8,,not_observed,2
c10r03,R2 blocking,Control,completed_sft,150,0.7,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,150,0.75,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,150,0.8,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,500,0.7,1,hit,1
c10r03,R2 blocking,Control,completed_sft,500,0.75,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,500,0.8,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,1319,0.7,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,1319,0.75,,not_observed,1
c10r03,R2 blocking,Control,completed_sft,1319,0.8,,not_observed,1
c10r04,R2 blocking,Control,completed_supervised,150,0.7,1,hit,4
c10r04,R2 blocking,Control,completed_supervised,150,0.75,,not_observed,4
c10r04,R2 blocking,Control,completed_supervised,150,0.8,,not_observed,4
c10r04,R2 blocking,Control,completed_supervised,500,0.7,4,hit,4
c10r04,R2 blocking,Control,completed_supervised,500,0.75,,not_observed,4
c10r04,R2 blocking,Control,completed_supervised,500,0.8,,not_observed,4
c10r04,R2 blocking,Control,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
c10r04,R2 blocking,Control,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
c10r04,R2 blocking,Control,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
c10r04,R2 blocking,Control,completed_sft,150,0.7,1,hit,2
c10r04,R2 blocking,Control,completed_sft,150,0.75,,not_observed,2
c10r04,R2 blocking,Control,completed_sft,150,0.8,,not_observed,2
c10r04,R2 blocking,Control,completed_sft,500,0.7,2,hit,2
c10r04,R2 blocking,Control,completed_sft,500,0.75,,not_observed,2
c10r04,R2 blocking,Control,completed_sft,500,0.8,,not_observed,2
c10r04,R2 blocking,Control,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
c10r04,R2 blocking,Control,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
c10r04,R2 blocking,Control,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w09r01,R2 blocking,D,completed_supervised,150,0.7,1,hit,3
w09r01,R2 blocking,D,completed_supervised,150,0.75,2,hit,3
w09r01,R2 blocking,D,completed_supervised,150,0.8,,not_observed,3
w09r01,R2 blocking,D,completed_supervised,500,0.7,3,hit,3
w09r01,R2 blocking,D,completed_supervised,500,0.75,3,hit,3
w09r01,R2 blocking,D,completed_supervised,500,0.8,,not_observed,3
w09r01,R2 blocking,D,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w09r01,R2 blocking,D,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w09r01,R2 blocking,D,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w09r01,R2 blocking,D,completed_sft,150,0.7,1,hit,2
w09r01,R2 blocking,D,completed_sft,150,0.75,2,hit,2
w09r01,R2 blocking,D,completed_sft,150,0.8,,not_observed,2
w09r01,R2 blocking,D,completed_sft,500,0.7,2,hit,2
w09r01,R2 blocking,D,completed_sft,500,0.75,2,hit,2
w09r01,R2 blocking,D,completed_sft,500,0.8,,not_observed,2
w09r01,R2 blocking,D,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w09r01,R2 blocking,D,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w09r01,R2 blocking,D,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w09r02,R2 blocking,D,completed_supervised,150,0.7,2,hit,4
w09r02,R2 blocking,D,completed_supervised,150,0.75,2,hit,4
w09r02,R2 blocking,D,completed_supervised,150,0.8,,not_observed,4
w09r02,R2 blocking,D,completed_supervised,500,0.7,3,hit,4
w09r02,R2 blocking,D,completed_supervised,500,0.75,3,hit,4
w09r02,R2 blocking,D,completed_supervised,500,0.8,,not_observed,4
w09r02,R2 blocking,D,completed_supervised,1319,0.7,,no_evaluation_at_this_n,4
w09r02,R2 blocking,D,completed_supervised,1319,0.75,,no_evaluation_at_this_n,4
w09r02,R2 blocking,D,completed_supervised,1319,0.8,,no_evaluation_at_this_n,4
w09r02,R2 blocking,D,completed_sft,150,0.7,2,hit,2
w09r02,R2 blocking,D,completed_sft,150,0.75,2,hit,2
w09r02,R2 blocking,D,completed_sft,150,0.8,,not_observed,2
w09r02,R2 blocking,D,completed_sft,500,0.7,2,hit,2
w09r02,R2 blocking,D,completed_sft,500,0.75,2,hit,2
w09r02,R2 blocking,D,completed_sft,500,0.8,,not_observed,2
w09r02,R2 blocking,D,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w09r02,R2 blocking,D,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w09r02,R2 blocking,D,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w09r03,R2 blocking,D,completed_supervised,150,0.7,1,hit,3
w09r03,R2 blocking,D,completed_supervised,150,0.75,3,hit,3
w09r03,R2 blocking,D,completed_supervised,150,0.8,,not_observed,3
w09r03,R2 blocking,D,completed_supervised,500,0.7,3,hit,3
w09r03,R2 blocking,D,completed_supervised,500,0.75,,not_observed,3
w09r03,R2 blocking,D,completed_supervised,500,0.8,,not_observed,3
w09r03,R2 blocking,D,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w09r03,R2 blocking,D,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w09r03,R2 blocking,D,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w09r03,R2 blocking,D,completed_sft,150,0.7,1,hit,2
w09r03,R2 blocking,D,completed_sft,150,0.75,2,hit,2
w09r03,R2 blocking,D,completed_sft,150,0.8,,not_observed,2
w09r03,R2 blocking,D,completed_sft,500,0.7,2,hit,2
w09r03,R2 blocking,D,completed_sft,500,0.75,,not_observed,2
w09r03,R2 blocking,D,completed_sft,500,0.8,,not_observed,2
w09r03,R2 blocking,D,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w09r03,R2 blocking,D,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w09r03,R2 blocking,D,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w10r01,R2 blocking,v0.2,completed_supervised,150,0.7,1,hit,3
w10r01,R2 blocking,v0.2,completed_supervised,150,0.75,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,150,0.8,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,500,0.7,3,hit,3
